stimulus,List,Concrete_m,Concrete_sd,Number_of_ratings,Number_of_N-respones,Number_of_subjects
afbieden,1,2.93,1.16,15,0,15
afbijten,4,3.53,1.25,15,0,15
afbladderen,2,3.13,1.30,15,0,15
afblaffen,2,3.13,1.06,15,0,15
afblazen,4,1.93,0.70,15,0,15
afblijven,5,2.93,1.33,15,0,15
afbollen,5,2.80,1.15,15,0,15
afbouwen,2,2.67,1.18,15,0,15
afbraak,1,3.80,0.94,15,0,15
afbranden,2,3.93,0.70,15,0,15
afbreken,1,3.80,1.08,15,0,15
afbrengen,1,2.07,1.14,14,1,15
afbreuk,5,1.53,0.64,15,0,15
afbrokkelen,4,3.67,1.29,15,0,15
afdak,2,4.53,0.74,15,0,15
afdalen,1,3.80,1.01,15,0,15
afdaling,5,3.47,1.13,15,0,15
afdammen,2,2.69,1.38,13,2,15
afdanken,1,2.53,1.13,15,0,15
afdankertje,3,2.20,1.21,15,0,15
afdekken,3,3.67,1.18,15,0,15
afdeling,2,2.67,1.05,15,0,15
afdingen,5,2.67,1.45,15,0,15
afdoen,5,2.73,1.28,15,0,15
afdoend,1,1.60,0.83,15,0,15
afdokken,3,2.40,1.12,15,0,15
afdraaien,4,3.43,1.28,14,1,15
afdracht,4,2.45,1.13,11,4,15
afdragen,1,3.07,1.33,15,0,15
afdrijven,5,3.27,1.10,15,0,15
afdrogen,3,3.87,0.92,15,0,15
afdruipen,1,2.87,1.19,15,0,15
afdruiprek,3,4.71,0.61,14,1,15
afdruk,4,4.00,0.85,15,0,15
afdrukken,5,3.53,1.30,15,0,15
afdwalen,4,2.47,1.13,15,0,15
afdwingen,3,2.40,1.06,15,0,15
affaire,2,1.93,1.22,15,0,15
affect,1,1.79,1.31,14,1,15
affectie,1,2.87,1.51,15,0,15
affectief,3,1.67,0.82,15,0,15
affectiviteit,1,1.60,0.74,15,0,15
affiche,5,4.40,0.74,15,0,15
afficheren,2,3.47,1.13,15,0,15
affiliatie,2,1.25,0.45,12,3,15
affiniteit,4,1.71,0.91,14,1,15
affirmatief,1,2.15,1.14,13,2,15
affirmeren,4,1.92,1.16,12,3,15
affix,1,3.00,1.58,5,10,15
affluiten,1,3.47,1.13,15,0,15
affreus,2,2.56,0.73,9,6,15
affront,1,2.31,1.25,13,2,15
afgaan,5,2.33,1.11,15,0,15
afgang,5,1.53,0.64,15,0,15
afgedragen,5,2.67,1.05,15,0,15
afgeladen,1,2.71,1.20,14,1,15
afgelasten,2,2.43,1.02,14,1,15
afgeleefd,5,2.40,0.83,15,0,15
afgelegen,1,2.60,1.06,15,0,15
afgeleide,3,1.87,0.74,15,0,15
afgelopen,4,2.27,0.80,15,0,15
afgemat,1,2.93,1.28,15,0,15
afgemeten,4,2.33,0.90,15,0,15
afgepeigerd,1,2.47,1.25,15,0,15
afgerond,3,2.40,1.35,15,0,15
afgeschreven,5,1.73,0.70,15,0,15
afgevaardigde,1,2.40,1.12,15,0,15
afgeven,1,3.67,1.05,15,0,15
afgewerkt,5,2.53,0.92,15,0,15
afgezaagd,4,2.20,1.08,15,0,15
afgezant,1,2.77,1.24,13,2,15
afgieten,3,3.47,1.13,15,0,15
afgietsel,4,3.86,0.77,14,1,15
afgifte,3,2.47,1.19,15,0,15
afglijden,5,3.47,1.19,15,0,15
afgod,5,2.00,1.36,14,1,15
afgoderij,4,1.57,0.65,14,1,15
afgooien,4,3.00,1.08,13,2,15
afgrendelen,2,2.86,1.29,14,1,15
afgrijselijk,5,2.00,1.00,15,0,15
afgrijzen,1,2.00,1.15,13,2,15
afgrond,5,4.07,0.80,15,0,15
afgunst,3,1.73,1.03,15,0,15
afgunstig,2,1.47,0.52,15,0,15
afhaken,3,2.40,1.12,15,0,15
afhakken,2,4.07,0.70,15,0,15
afhalen,2,3.00,1.00,15,0,15
afhandelen,4,2.00,0.85,15,0,15
afhandig,3,1.73,0.88,15,0,15
afhangen,4,2.67,1.40,15,0,15
afhankelijk,2,1.73,0.88,15,0,15
afhaspelen,5,2.75,0.87,12,3,15
afhellen,5,3.47,1.19,15,0,15
afhelpen,1,2.43,1.28,14,1,15
afhouden,5,2.40,1.40,15,0,15
afjakkeren,4,2.43,1.22,14,1,15
afkalven,5,3.29,0.99,14,1,15
afkammen,3,2.38,1.19,13,2,15
afkappen,2,3.60,1.18,15,0,15
afkeer,2,2.27,1.03,15,0,15
afkeren,3,2.73,1.39,15,0,15
afkerig,1,2.07,1.03,15,0,15
afketsen,3,3.00,1.20,15,0,15
afkeur,3,1.73,0.96,15,0,15
afkeuren,4,2.27,1.03,15,0,15
afkeuring,2,2.20,0.86,15,0,15
afkicken,5,2.60,0.99,15,0,15
afkijken,1,3.67,0.82,15,0,15
afkloppen,4,3.33,1.23,15,0,15
afknallen,1,3.47,1.13,15,0,15
afknappen,3,2.60,1.30,15,0,15
afknapper,3,1.80,1.21,15,0,15
afknijpen,3,3.27,1.10,15,0,15
afknippen,5,3.93,1.03,15,0,15
afkoelen,5,3.27,1.22,15,0,15
afkolven,3,3.40,1.06,15,0,15
afkomen,4,2.53,1.30,15,0,15
afkomst,2,1.80,1.08,15,0,15
afkomstig,5,1.40,0.91,15,0,15
afkondigen,3,2.67,1.11,15,0,15
afkopen,3,2.20,1.01,15,0,15
afkorten,4,3.00,1.13,15,0,15
afkorting,4,3.20,1.32,15,0,15
afkraken,2,2.47,0.83,15,0,15
afkrijgen,5,2.07,1.16,15,0,15
afkuisen,3,3.73,1.03,15,0,15
aflaat,3,2.21,1.48,14,1,15
afladen,3,2.80,1.21,15,0,15
aflandig,2,2.14,0.69,7,8,15
aflassen,1,2.80,1.08,15,0,15
aflaten,2,2.60,1.30,15,0,15
afleggen,5,2.60,1.35,15,0,15
afleggertje,4,3.38,1.30,8,7,15
afleiden,3,2.47,0.99,15,0,15
afleiding,5,2.07,0.96,15,0,15
afleren,4,2.27,1.03,15,0,15
afleveren,2,3.13,1.19,15,0,15
aflevering,2,3.13,1.06,15,0,15
aflezen,2,3.47,1.06,15,0,15
aflikken,5,4.00,1.36,15,0,15
afloop,2,2.67,1.45,15,0,15
aflopen,2,2.40,0.99,15,0,15
aflossen,4,2.67,1.05,15,0,15
aflossing,5,2.47,1.19,15,0,15
afluisteren,5,3.60,1.12,15,0,15
afluizen,2,2.20,0.86,15,0,15
afmaaien,2,3.80,0.86,15,0,15
afmaken,2,2.80,1.08,15,0,15
afmatten,2,2.87,0.99,15,0,15
afmelden,4,2.73,1.39,15,0,15
afmeren,1,3.50,1.27,10,5,15
afmeting,5,2.87,1.06,15,0,15
afname,5,2.93,1.10,15,0,15
afnemen,5,2.80,1.32,15,0,15
afnemer,1,3.00,1.13,15,0,15
aforisme,5,1.13,0.35,8,7,15
afpakken,5,3.53,1.25,15,0,15
afpassen,2,2.87,1.36,15,0,15
afpeigeren,2,2.67,0.98,15,0,15
afpersen,3,2.40,1.06,15,0,15
afperser,2,2.93,1.44,15,0,15
afpersing,1,2.33,1.29,15,0,15
afpikken,5,3.08,1.12,13,2,15
afpoeieren,5,2.77,1.09,13,2,15
afprijzen,2,2.87,0.99,15,0,15
afraden,4,2.20,0.86,15,0,15
afraffelen,5,3.09,1.22,11,4,15
aframmelen,4,3.13,0.99,15,0,15
aframmeling,4,3.80,0.94,15,0,15
afranselen,4,3.40,1.24,15,0,15
afranseling,4,3.40,0.91,15,0,15
afrasteren,3,3.00,1.54,12,3,15
afrastering,4,3.23,1.48,13,2,15
afratelen,1,3.57,1.02,14,1,15
afreageren,2,2.73,1.03,15,0,15
afreis,3,2.58,1.38,12,3,15
afreizen,4,2.67,1.05,15,0,15
afrekenen,3,2.60,1.12,15,0,15
afrekening,3,2.13,1.06,15,0,15
afremmen,4,3.40,1.18,15,0,15
africhten,4,2.40,1.06,15,0,15
afrijden,5,3.33,1.35,15,0,15
afrit,1,4.20,0.86,15,0,15
afrodisiacum,3,2.57,1.34,14,1,15
afroepen,5,3.47,1.19,15,0,15
afromen,4,2.50,1.18,10,5,15
afronden,2,2.60,0.91,15,0,15
afronselen,2,3.00,1.25,15,0,15
afrossen,5,2.67,1.30,12,3,15
afruimen,1,3.87,0.83,15,0,15
afrukken,3,3.67,1.18,15,0,15
afschaffen,4,2.33,1.35,15,0,15
afschaffing,3,1.93,0.96,15,0,15
afscheid,4,2.67,1.18,15,0,15
afscheiden,5,3.20,1.15,15,0,15
afscheiding,4,3.13,1.25,15,0,15
afscheidskus,2,3.73,0.88,15,0,15
afschepen,3,2.47,1.06,15,0,15
afscheren,5,4.07,1.16,15,0,15
afschermen,3,3.07,1.33,15,0,15
afscheuren,4,3.53,1.55,15,0,15
afschieten,3,3.20,0.94,15,0,15
afschilderen,2,2.00,0.93,15,0,15
afschrapen,3,3.47,1.25,15,0,15
afschrift,4,3.53,1.13,15,0,15
afschrijven,3,2.40,1.06,15,0,15
afschrijving,4,2.64,1.34,14,1,15
afschrikken,2,3.13,1.13,15,0,15
afschrikwekkend,3,2.00,1.20,15,0,15
afschudden,5,3.40,1.24,15,0,15
afschuimen,2,2.53,1.30,15,0,15
afschuiven,4,2.73,1.10,15,0,15
afschuren,3,3.87,0.99,15,0,15
afschuw,1,2.20,1.15,15,0,15
afschuwelijk,2,2.07,0.96,15,0,15
afslaan,2,2.67,1.23,15,0,15
afslachten,3,3.07,1.33,15,0,15
afslachting,3,2.64,1.08,14,1,15
afslag,2,3.00,0.93,15,0,15
afslanken,4,3.07,1.28,15,0,15
afsluiten,2,3.27,0.80,15,0,15
afsluiter,5,2.33,1.11,15,0,15
afsluiting,4,3.53,1.06,15,0,15
afsnauwen,2,3.13,1.06,15,0,15
afsnijden,2,3.60,1.12,15,0,15
afsnoepen,4,2.07,1.03,15,0,15
afspelen,4,3.00,1.25,15,0,15
afspiegelen,2,2.33,0.90,15,0,15
afspiegeling,4,2.64,1.28,14,1,15
afspoelen,1,4.13,0.92,15,0,15
afspraak,4,2.47,0.99,15,0,15
afspreken,1,2.80,1.21,15,0,15
afspringen,2,3.40,1.30,15,0,15
afstaan,4,2.73,0.96,15,0,15
afstammeling,3,2.60,1.40,15,0,15
afstammen,1,2.40,1.24,15,0,15
afstand,3,2.47,1.30,15,0,15
afstandelijk,3,2.20,1.21,15,0,15
afstap,3,2.85,1.41,13,2,15
afstapje,4,4.07,0.70,15,0,15
afstappen,5,3.73,1.28,15,0,15
afsteken,5,2.53,1.41,15,0,15
afstel,1,2.29,1.20,14,1,15
afstellen,1,3.13,1.06,15,0,15
afstemmen,2,2.00,0.65,15,0,15
afstempelen,1,3.67,1.05,15,0,15
afsterven,5,2.87,1.19,15,0,15
afstijgen,1,3.64,1.22,14,1,15
afstoffen,5,3.73,1.22,15,0,15
afstompen,3,2.60,1.24,15,0,15
afstotelijk,2,2.07,0.96,15,0,15
afstoten,4,2.93,1.03,15,0,15
afstotend,1,2.33,1.18,15,0,15
afstraffen,3,2.53,1.25,15,0,15
afstraffing,5,2.40,1.30,15,0,15
afstrijken,1,3.50,1.09,14,1,15
afstruinen,1,2.91,1.30,11,4,15
afstuderen,2,2.53,1.19,15,0,15
aft,1,4.43,0.65,14,1,15
aftaaien,2,2.60,1.34,5,10,15
aftakelen,3,2.53,1.25,15,0,15
aftakeling,4,2.93,1.10,15,0,15
aftakken,5,3.60,1.18,15,0,15
aftakking,2,2.67,1.05,15,0,15
aftands,1,1.86,1.23,14,1,15
aftappen,5,3.20,1.21,15,0,15
aftasten,5,2.87,1.19,15,0,15
aftekenen,3,3.33,1.05,15,0,15
aftellen,4,3.07,1.39,15,0,15
aftelling,4,3.13,0.99,15,0,15
aftelrijmpje,2,3.43,1.09,14,1,15
aftelsom,4,3.13,0.83,15,0,15
aftelversje,5,3.20,1.21,15,0,15
aftershave,5,4.47,0.64,15,0,15
aftiteling,4,3.80,1.52,15,0,15
aftocht,4,3.13,0.83,15,0,15
aftrap,2,3.67,0.90,15,0,15
aftrappen,5,3.27,1.28,15,0,15
aftreden,5,2.53,1.25,15,0,15
aftrek,4,2.50,1.02,14,1,15
aftrekbaar,2,1.93,0.88,15,0,15
aftrekken,3,3.67,0.90,15,0,15
aftrekker,5,4.00,1.36,15,0,15
aftreksel,4,3.20,1.08,15,0,15
aftroeven,4,2.23,0.83,13,2,15
aftroggelen,3,2.47,1.13,15,0,15
aftuigen,3,3.40,1.24,15,0,15
afvaardigen,4,1.80,0.77,15,0,15
afvaart,1,3.43,0.94,14,1,15
afval,5,3.80,1.08,15,0,15
afvalbak,4,4.80,0.41,15,0,15
afvallen,5,3.27,0.88,15,0,15
afvallig,4,2.08,0.95,13,2,15
afvallige,1,2.14,1.23,14,1,15
afvalstof,4,3.47,1.13,15,0,15
afvegen,3,4.00,0.93,15,0,15
afvinken,4,3.71,1.33,14,1,15
afvloeien,4,2.60,1.35,15,0,15
afvoer,3,3.67,1.05,15,0,15
afvoerbuis,3,4.33,0.72,15,0,15
afvoeren,4,3.20,1.26,15,0,15
afvoerpijp,4,4.40,1.06,15,0,15
afvragen,1,2.53,1.41,15,0,15
afvuren,1,3.73,1.03,15,0,15
afwachten,2,2.53,1.13,15,0,15
afwachtend,5,2.20,0.86,15,0,15
afwas,3,4.07,0.70,15,0,15
afwasbaar,1,3.33,1.11,15,0,15
afwasbak,5,4.60,0.74,15,0,15
afwasborstel,1,4.60,0.51,15,0,15
afwasmachine,2,4.80,0.41,15,0,15
afwassen,3,4.20,0.68,15,0,15
afwatering,5,3.54,0.78,13,2,15
afweer,2,2.33,0.82,15,0,15
afwegen,5,3.00,1.20,15,0,15
afwenden,1,2.20,1.21,15,0,15
afwentelen,2,2.20,0.86,15,0,15
afweren,1,3.00,1.25,15,0,15
afwerken,5,2.80,1.21,15,0,15
afwerking,2,2.60,0.91,15,0,15
afwerpen,2,2.93,1.22,15,0,15
afweten,3,1.73,0.88,15,0,15
afwezig,5,2.00,1.07,15,0,15
afwezigheid,3,2.53,1.25,15,0,15
afwijken,2,2.53,0.99,15,0,15
afwijkend,5,1.80,0.86,15,0,15
afwijking,5,2.13,0.92,15,0,15
afwijzen,1,2.93,1.28,15,0,15
afwijzing,1,2.07,0.80,15,0,15
afwikkelen,3,3.21,1.37,14,1,15
afwimpelen,1,3.13,0.99,15,0,15
afwisselen,2,2.67,1.29,15,0,15
afwisselend,5,2.07,0.88,15,0,15
afwisseling,4,2.29,0.91,14,1,15
afzagen,2,3.67,1.23,15,0,15
afzakken,3,3.20,1.32,15,0,15
afzakkertje,1,2.33,1.07,12,3,15
afzeggen,2,2.80,1.01,15,0,15
afzeiken,2,2.00,0.71,13,2,15
afzender,3,2.93,1.03,15,0,15
afzet,3,2.07,1.27,14,1,15
afzetgebied,2,1.71,0.83,14,1,15
afzetten,3,2.80,1.15,15,0,15
afzetter,5,2.33,0.90,15,0,15
afzetterij,5,1.87,0.74,15,0,15
afzetting,4,2.87,1.13,15,0,15
afzichtelijk,1,2.13,1.06,15,0,15
afzien,3,2.33,0.98,15,0,15
afzienbaar,5,1.33,0.62,15,0,15
afzijdig,5,1.67,0.90,15,0,15
afzoeken,3,2.27,1.10,15,0,15
afzonderen,1,3.40,1.06,15,0,15
afzondering,3,2.20,0.86,15,0,15
afzonderlijk,4,2.40,1.12,15,0,15
afzuigen,4,3.33,1.35,15,0,15
afzuigkap,5,4.33,0.72,15,0,15
afzwaaien,4,2.53,1.19,15,0,15
afzwakken,3,2.20,1.08,15,0,15
afzweren,1,1.87,0.74,15,0,15
agaat,2,3.60,1.67,5,10,15
agave,4,3.63,1.51,8,7,15
agenda,3,4.00,1.07,15,0,15
agenderen,2,2.09,0.83,11,4,15
agens,1,2.50,1.22,6,9,15
agent,4,4.27,0.80,15,0,15
agente,4,4.07,0.96,15,0,15
agentschap,1,2.87,1.30,15,0,15
ageren,2,2.08,1.31,12,3,15
agglomeratie,2,2.29,1.14,14,1,15
aggregaat,1,2.85,1.21,13,2,15
aggregatie,4,2.43,1.16,14,1,15
aggregeren,4,2.29,1.33,14,1,15
agitatie,5,2.46,1.27,13,2,15
agitator,3,1.80,0.92,10,5,15
agiteren,2,2.00,0.78,14,1,15
agnost,1,2.00,1.26,11,4,15
agnosticisme,5,1.23,0.60,13,2,15
agnosticus,4,2.00,1.54,12,3,15
agnostisch,2,1.25,0.45,12,3,15
agogiek,1,1.73,1.19,11,4,15
agogisch,2,1.27,0.47,11,4,15
agonie,2,2.09,0.83,11,4,15
agoog,5,2.60,0.55,5,10,15
agorafobie,3,1.67,0.98,15,0,15
agrariër,4,3.45,1.13,11,4,15
agrarisch,4,2.17,0.83,12,3,15
agressie,3,2.53,0.99,15,0,15
agressief,2,3.20,1.15,15,0,15
agressiviteit,4,2.80,1.15,15,0,15
agressor,3,2.07,1.03,15,0,15
agricultuur,1,3.00,1.25,15,0,15
aha,4,1.38,0.96,13,2,15
ahorn,1,4.88,0.35,8,7,15
ai,2,1.50,1.02,14,1,15
aids,4,2.80,1.32,15,0,15
aikido,2,3.56,1.51,9,6,15
aimabel,3,1.67,1.11,15,0,15
air,3,2.29,1.14,14,1,15
airbag,5,4.40,0.91,15,0,15
ajuin,3,4.87,0.35,15,0,15
akela,4,2.83,1.47,6,9,15
akelei,2,4.00,2.00,4,11,15
akelig,5,2.00,1.20,15,0,15
akkefietje,3,1.93,1.03,15,0,15
akker,1,4.40,0.91,15,0,15
akkerbouw,5,3.33,1.11,15,0,15
akkevietje,2,1.86,1.17,14,1,15
akkoord,5,2.00,1.13,15,0,15
akoestiek,5,2.40,1.06,15,0,15
akoestisch,1,3.47,1.36,15,0,15
akte,5,3.00,1.36,15,0,15
aktetas,2,4.27,1.16,15,0,15
al,5,1.27,0.70,15,0,15
alaam,4,4.50,0.71,2,13,15
alarm,3,3.67,1.11,15,0,15
alarmbel,4,4.53,0.52,15,0,15
alarmeren,4,2.93,1.16,15,0,15
alarmerend,5,1.93,1.03,15,0,15
alarmfase,3,2.13,1.06,15,0,15
alarmnummer,1,3.47,1.25,15,0,15
alarmsysteem,3,3.80,0.86,15,0,15
albast,2,3.17,1.72,6,9,15
albatros,2,4.00,1.51,15,0,15
albinisme,1,3.00,1.24,14,1,15
albino,1,4.13,0.92,15,0,15
album,3,4.13,0.92,15,0,15
alchemie,1,1.92,0.86,13,2,15
alchemist,1,2.67,1.29,15,0,15
alchimist,2,3.08,1.00,12,3,15
alcohol,2,4.33,0.90,15,0,15
alcoholicus,1,3.33,1.18,15,0,15
alcoholisch,4,2.67,0.82,15,0,15
alcoholisme,3,2.47,1.19,15,0,15
alcoholist,5,3.20,1.01,15,0,15
alcoholvrij,1,3.33,1.11,15,0,15
aldaar,2,1.43,0.65,14,1,15
aldoor,5,1.14,0.53,14,1,15
aldus,3,1.57,0.85,14,1,15
aleer,4,1.31,0.63,13,2,15
alert,1,2.27,1.16,15,0,15
alfa,4,2.86,1.61,14,1,15
alfabet,4,3.27,1.71,15,0,15
alfabetisch,5,2.47,1.25,15,0,15
alfanumeriek,1,2.21,1.37,14,1,15
alg,1,4.69,0.48,13,2,15
algauw,4,1.53,1.13,15,0,15
alge,1,4.80,0.42,10,5,15
algebra,1,2.40,1.50,15,0,15
algebraïsch,1,2.33,1.40,15,0,15
algeheel,3,1.47,0.83,15,0,15
algemeen,4,1.60,0.74,15,0,15
algen,1,4.53,1.06,15,0,15
algoritme,1,2.07,1.33,15,0,15
alhier,3,1.31,0.75,13,2,15
alhoewel,1,1.13,0.52,15,0,15
alias,5,1.60,1.12,15,0,15
alibi,2,1.93,1.03,15,0,15
aliënatie,5,1.22,0.67,9,6,15
aligneren,5,2.55,1.37,11,4,15
alikruik,4,4.67,0.82,6,9,15
alimentatie,5,2.43,1.40,14,1,15
alinea,4,3.87,1.13,15,0,15
alkalisch,2,2.33,1.22,9,6,15
alkoof,4,3.67,1.37,6,9,15
allang,3,1.40,0.74,15,0,15
alle,2,1.93,0.96,15,0,15
allebei,3,2.27,1.33,15,0,15
alledaags,1,1.47,1.13,15,0,15
alledag,3,1.73,0.96,15,0,15
alledrie,2,2.20,0.94,15,0,15
alleen,4,2.73,1.39,15,0,15
alleenspraak,4,2.33,1.05,15,0,15
alleenstaand,4,2.40,1.18,15,0,15
allegaartje,5,1.92,1.00,12,3,15
allegorie,3,1.62,0.96,13,2,15
allegorisch,1,1.31,0.85,13,2,15
allemaal,3,1.93,1.33,15,0,15
allemachtig,2,1.47,0.64,15,0,15
alleman,2,1.73,0.70,15,0,15
allen,3,2.20,1.37,15,0,15
allengs,5,1.40,0.84,10,5,15
allerbest,1,1.47,0.83,15,0,15
allereerst,4,1.93,1.03,15,0,15
allereerste,3,2.40,1.40,15,0,15
allergeen,5,2.30,1.34,10,5,15
allergie,4,3.07,1.16,15,0,15
allergisch,3,2.73,1.28,15,0,15
allergrootst,3,2.27,1.53,15,0,15
allerhande,2,1.40,0.51,15,0,15
allerhoogst,2,2.67,1.18,15,0,15
allerlaatst,3,2.00,1.20,15,0,15
allerlaatste,2,2.53,1.13,15,0,15
allerlei,5,1.40,0.91,15,0,15
allerleukst,3,1.67,1.05,15,0,15
allerliefst,2,1.47,0.64,15,0,15
allerminst,5,1.53,0.92,15,0,15
alles,3,1.93,1.28,15,0,15
allesbehalve,4,1.27,0.80,15,0,15
alleseter,5,3.00,1.00,15,0,15
alleszins,2,1.33,0.62,15,0,15
alletwee,5,1.87,1.51,15,0,15
alliantie,3,2.20,1.32,15,0,15
allicht,2,1.33,0.62,15,0,15
alligator,4,4.87,0.35,15,0,15
allin,4,3.75,1.50,4,11,15
alliteratie,1,2.27,1.33,15,0,15
allitteratie,5,2.08,1.38,13,2,15
allocatie,5,1.91,1.38,11,4,15
allochtoon,3,2.67,1.35,15,0,15
allooi,2,1.83,0.75,6,9,15
allure,2,1.71,0.73,14,1,15
allusie,3,1.82,0.75,11,4,15
alm,2,2.25,1.26,4,11,15
almaar,3,1.53,0.99,15,0,15
almacht,4,1.86,0.86,14,1,15
almachtig,4,1.67,1.11,15,0,15
almanak,2,4.44,0.88,9,6,15
aloë,3,3.55,1.29,11,4,15
alom,5,1.27,0.80,15,0,15
alomvattend,2,1.60,0.83,15,0,15
aloud,2,1.75,0.89,8,7,15
alp,1,4.10,1.37,10,5,15
alpinist,5,3.53,1.06,15,0,15
alpino,2,2.80,1.64,5,10,15
alras,1,1.60,1.34,5,10,15
als,4,1.13,0.52,15,0,15
alsjeblief,1,1.33,0.62,15,0,15
alsmaar,2,1.53,0.74,15,0,15
alsmede,3,1.36,0.63,14,1,15
alsnog,3,1.40,0.74,15,0,15
alsof,4,1.13,0.35,15,0,15
alsook,2,1.40,0.63,15,0,15
alt,1,3.29,1.20,14,1,15
altaar,2,4.40,0.63,15,0,15
altegader,1,2.60,1.82,5,10,15
alternatief,4,2.00,1.07,15,0,15
alterneren,2,2.14,0.86,14,1,15
althans,2,1.27,0.59,15,0,15
altijd,5,1.20,0.56,15,0,15
altoos,3,1.50,0.71,2,13,15
altruïsme,4,1.79,0.70,14,1,15
altruïst,5,1.79,0.89,14,1,15
altruïstisch,2,1.33,0.62,15,0,15
altviool,2,4.67,0.82,15,0,15
aluin,5,4.00,1.10,6,9,15
aluminium,5,4.13,1.36,15,0,15
aluminiumfolie,1,4.80,0.41,15,0,15
alvast,3,1.40,0.74,15,0,15
alvleesklier,5,4.67,0.62,15,0,15
alvorens,4,1.33,0.62,15,0,15
alwaar,3,1.43,0.76,14,1,15
alweer,2,1.60,0.83,15,0,15
alwetend,1,1.53,0.74,15,0,15
alzijdig,2,1.67,0.89,12,3,15
alzo,2,1.43,0.65,14,1,15
amalgaam,5,2.29,1.50,7,8,15
amandel,4,4.53,0.92,15,0,15
amandelen,5,4.87,0.52,15,0,15
amanuensis,4,3.67,1.15,3,12,15
amaryllis,2,4.33,1.21,6,9,15
amateur,1,2.80,1.08,15,0,15
amateurisme,3,1.67,1.11,15,0,15
amateuristisch,3,1.73,0.88,15,0,15
amazone,2,3.47,1.19,15,0,15
amazonezit,2,4.00,1.18,11,4,15
ambacht,1,2.87,1.13,15,0,15
ambachtelijk,5,2.07,1.22,15,0,15
ambachtsman,3,3.07,1.16,15,0,15
ambassade,3,3.33,1.50,15,0,15
ambassadeur,3,2.80,1.42,15,0,15
ambassadrice,5,2.71,1.33,14,1,15
amber,2,4.18,1.25,11,4,15
ambetant,3,1.87,1.13,15,0,15
ambeteren,2,2.80,1.08,15,0,15
ambiance,4,2.87,1.06,15,0,15
ambiëren,5,2.08,1.16,12,3,15
ambigu,2,1.62,1.12,13,2,15
ambiguïteit,3,1.29,0.61,14,1,15
ambitie,2,1.33,0.49,15,0,15
ambitieus,1,1.73,0.88,15,0,15
ambivalent,4,1.71,0.91,14,1,15
ambivalentie,5,1.36,0.67,11,4,15
amblyopie,3,1.67,0.58,3,12,15
ambras,5,2.27,1.16,15,0,15
ambrozijn,2,3.75,1.89,4,11,15
ambt,1,2.40,1.40,15,0,15
ambtelijk,4,1.86,0.95,14,1,15
ambtenaar,5,2.87,1.06,15,0,15
ambtenarij,5,2.33,1.23,15,0,15
ambtsgeheim,1,1.80,1.08,15,0,15
ambtshalve,2,1.29,0.47,14,1,15
ambtstermijn,3,2.00,1.36,15,0,15
ambulance,1,4.87,0.35,15,0,15
ambulancier,1,4.27,0.70,15,0,15
ambulant,4,1.93,0.70,15,0,15
amechtig,1,2.00,1.41,4,11,15
amen,3,1.73,1.44,15,0,15
amendement,4,2.50,1.65,10,5,15
amenderen,2,1.88,1.13,8,7,15
amethist,3,2.14,1.68,7,8,15
ameublement,3,2.33,1.37,6,9,15
amfetamine,1,3.73,1.28,15,0,15
amfibie,4,4.43,0.76,14,1,15
amfitheater,3,4.07,0.96,15,0,15
amfoor,3,4.00,1.26,6,9,15
amicaal,2,1.92,1.00,12,3,15
aminozuur,4,3.07,1.49,14,1,15
ammonia,5,3.14,1.68,7,8,15
ammoniak,1,4.13,1.13,15,0,15
ammunitie,3,3.56,1.13,9,6,15
amnesie,4,2.31,1.38,13,2,15
amnestie,3,1.64,0.84,14,1,15
amoebe,4,3.92,1.31,12,3,15
amok,5,2.31,1.03,13,2,15
amokmaker,2,2.87,1.25,15,0,15
amoreel,3,1.31,0.48,13,2,15
amorf,2,2.56,1.42,9,6,15
amoureus,3,1.93,1.16,15,0,15
ampel,3,2.67,2.08,3,12,15
amper,1,1.13,0.35,15,0,15
ampersand,5,2.80,1.48,5,10,15
ampex,5,1.00,0.00,3,12,15
amplitude,1,2.50,1.56,14,1,15
ampul,2,4.18,1.40,11,4,15
amputatie,2,3.53,1.36,15,0,15
amputeren,3,3.60,1.06,15,0,15
amulet,2,4.40,0.83,15,0,15
amusant,4,1.93,0.83,14,1,15
amusement,3,2.00,1.41,15,0,15
amuseren,3,2.67,1.29,15,0,15
anaal,2,3.87,0.74,15,0,15
anabolica,1,2.91,1.58,11,4,15
anabool,2,2.30,1.57,10,5,15
anachronisme,1,1.79,1.12,14,1,15
anagram,4,3.27,1.10,15,0,15
analfabeet,4,2.73,1.22,15,0,15
analfabetisme,4,1.87,0.99,15,0,15
analgeticum,1,2.63,1.60,8,7,15
analist,1,2.50,1.16,14,1,15
analogie,4,1.67,0.82,15,0,15
analoog,3,2.07,1.22,15,0,15
analyse,3,2.00,1.36,15,0,15
analyseren,3,1.93,0.96,15,0,15
analyticus,2,2.40,1.30,15,0,15
analytisch,4,1.73,0.96,15,0,15
anamnese,4,2.08,1.31,12,3,15
ananas,5,4.87,0.52,15,0,15
anarchie,4,1.60,0.83,15,0,15
anarchisme,5,1.57,0.85,14,1,15
anarchist,5,1.86,1.03,14,1,15
anarchistisch,1,1.73,1.16,15,0,15
anatomie,2,1.93,0.96,15,0,15
anatomisch,3,2.07,1.22,15,0,15
anciënniteit,2,1.53,0.64,15,0,15
ander,4,1.47,0.52,15,0,15
anderen,3,1.87,1.06,15,0,15
